city1,city2,Year,quarter,fare
"Dallas/Fort Worth, TX","Valparaiso, FL",2023,2,244.12
"Cincinnati, OH","Valparaiso, FL",2023,2,123.13
"Albany, NY","Miami, FL (Metropolitan Area)",2023,2,231.47
"Hartford, CT","West Palm Beach/Palm Beach, FL",2023,2,212.24
"Knoxville, TN","Sanford, FL",2023,2,86.07
"Colorado Springs, CO","Phoenix, AZ",2023,2,168.02
"Knoxville, TN","New York City, NY (Metropolitan Area)",2023,2,255.6
"New York City, NY (Metropolitan Area)","Syracuse, NY",2023,2,155.93
"Richmond, VA","Tampa, FL (Metropolitan Area)",2023,2,148.53
"Detroit, MI","Myrtle Beach, SC",2023,2,153.71
"Valparaiso, FL","Washington, DC (Metropolitan Area)",2023,2,226.45
"San Antonio, TX","San Diego, CA",2023,2,267.9
"Austin, TX","Sacramento, CA",2023,2,264.65
"Dallas/Fort Worth, TX","Fort Myers, FL",2023,2,294.64
"Buffalo, NY","Chicago, IL",2023,2,203.15
"Nashville, TN","Salt Lake City, UT",2023,2,331.82
"Boise, ID","San Diego, CA",2023,2,201.59
"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",2023,2,181.12
"Orlando, FL","Trenton, NJ",2023,2,99.43
"Pittsburgh, PA","Seattle, WA",2023,2,306.62
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2023,2,325.39
"Raleigh/Durham, NC","San Diego, CA",2023,2,338.68
"Dallas/Fort Worth, TX","Richmond, VA",2023,2,317.6
"Chicago, IL","Louisville, KY",2023,2,199.91
"Minneapolis/St. Paul, MN","New Orleans, LA",2023,2,263.67
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2023,2,171.59
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2023,2,296.16
"San Diego, CA","St. Louis, MO",2023,2,319.21
"Denver, CO","El Paso, TX",2023,2,161.05
"Charlotte, NC","New Orleans, LA",2023,2,282.53
"New Orleans, LA","Raleigh/Durham, NC",2023,2,200.69
"Asheville, NC","Miami, FL (Metropolitan Area)",2023,2,131.0
"Houston, TX","Sacramento, CA",2023,2,329.71
"Dallas/Fort Worth, TX","Savannah, GA",2023,2,251.31
"Boise, ID","Sacramento, CA",2023,2,170.52
"Dallas/Fort Worth, TX","Lubbock, TX",2023,2,197.0
"San Diego, CA","Spokane, WA",2023,2,199.29
"Albany, NY","Washington, DC (Metropolitan Area)",2023,2,224.01
"Kansas City, MO","Minneapolis/St. Paul, MN",2023,2,253.48
"Madison, WI","New York City, NY (Metropolitan Area)",2023,2,284.36
"Dallas/Fort Worth, TX","Pensacola, FL",2023,2,223.37
"Atlanta, GA (Metropolitan Area)","Buffalo, NY",2023,2,246.65
"Myrtle Beach, SC","Philadelphia, PA",2023,2,137.71
"Albuquerque, NM","Houston, TX",2023,2,258.62
"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",2023,2,179.64
"Indianapolis, IN","Minneapolis/St. Paul, MN",2023,2,288.35
"Denver, CO","Memphis, TN",2023,2,200.77
"Birmingham, AL","Chicago, IL",2023,2,222.03
"Burlington, VT","New York City, NY (Metropolitan Area)",2023,2,155.47
"Charleston, SC","Denver, CO",2023,2,284.9
"Birmingham, AL","New York City, NY (Metropolitan Area)",2023,2,307.34
"Nashville, TN","Sacramento, CA",2023,2,335.76
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2023,2,211.59
"Denver, CO","Richmond, VA",2023,2,288.98
"Charlotte, NC","Salt Lake City, UT",2023,2,347.69
"Atlanta, GA (Metropolitan Area)","Omaha, NE",2023,2,261.76
"Detroit, MI","Salt Lake City, UT",2023,2,371.13
"Denver, CO","Pensacola, FL",2023,2,215.88
"Birmingham, AL","Houston, TX",2023,2,218.08
"Dallas/Fort Worth, TX","Midland/Odessa, TX",2023,2,226.49
"Las Vegas, NV","Louisville, KY",2023,2,205.4
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2023,2,371.13
"Miami, FL (Metropolitan Area)","Portland, OR",2023,2,354.67
"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2023,2,346.36
"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2023,2,347.36
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2023,2,194.98
"Los Angeles, CA (Metropolitan Area)","Provo, UT",2023,2,86.56
"Grand Rapids, MI","Orlando, FL",2023,2,200.84
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2023,2,208.42
"Charlotte, NC","Hartford, CT",2023,2,291.16
"Fort Myers, FL","Pittsburgh, PA",2023,2,232.51
"Columbus, OH","Minneapolis/St. Paul, MN",2023,2,268.98
"Atlanta, GA (Metropolitan Area)","Oklahoma City, OK",2023,2,264.25
"Denver, CO","Spokane, WA",2023,2,244.41
"Minneapolis/St. Paul, MN","San Antonio, TX",2023,2,261.01
"Boston, MA (Metropolitan Area)","Sacramento, CA",2023,2,360.31
"Kansas City, MO","Salt Lake City, UT",2023,2,267.07
"Chicago, IL","Oklahoma City, OK",2023,2,240.37
"San Diego, CA","Tampa, FL (Metropolitan Area)",2023,2,316.7
"Denver, CO","Tulsa, OK",2023,2,193.03
"Columbia, SC","Washington, DC (Metropolitan Area)",2023,2,208.21
"Cincinnati, OH","Minneapolis/St. Paul, MN",2023,2,290.33
"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",2023,2,198.23
"Denver, CO","Madison, WI",2023,2,206.2
"Pittsburgh, PA","Washington, DC (Metropolitan Area)",2023,2,219.58
"Albany, NY","Tampa, FL (Metropolitan Area)",2023,2,205.18
"Houston, TX","Louisville, KY",2023,2,240.65
"El Paso, TX","San Antonio, TX",2023,2,201.36
"Orlando, FL","Sacramento, CA",2023,2,367.31
"Hartford, CT","Las Vegas, NV",2023,2,275.97
"Pensacola, FL","Washington, DC (Metropolitan Area)",2023,2,287.83
"Des Moines, IA","Las Vegas, NV",2023,2,177.73
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2023,2,357.8
"Knoxville, TN","Tampa, FL (Metropolitan Area)",2023,2,124.91
"Philadelphia, PA","Salt Lake City, UT",2023,2,371.13
"Portland, OR","Spokane, WA",2023,2,181.5
"Oklahoma City, OK","Phoenix, AZ",2023,2,252.68
"Salt Lake City, UT","San Antonio, TX",2023,2,291.86
"Phoenix, AZ","Provo, UT",2023,2,86.89
"Austin, TX","Cincinnati, OH",2023,2,190.83
"Detroit, MI","Kansas City, MO",2023,2,325.37
"Jacksonville, FL","Las Vegas, NV",2023,2,313.74
"Albuquerque, NM","Chicago, IL",2023,2,285.05
"Knoxville, TN","Miami, FL (Metropolitan Area)",2023,2,165.01
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",2023,2,236.55
"Charlotte, NC","San Antonio, TX",2023,2,286.07
"Houston, TX","Jacksonville, FL",2023,2,272.63
"Chicago, IL","Greenville/Spartanburg, SC",2023,2,209.38
"El Paso, TX","Phoenix, AZ",2023,2,181.39
"Dallas/Fort Worth, TX","Hartford, CT",2023,2,359.9
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2023,2,315.29
"Columbus, OH","Fort Myers, FL",2023,2,234.61
"Salt Lake City, UT","St. Louis, MO",2023,2,282.74
"Charlotte, NC","Kansas City, MO",2023,2,280.8
"Albany, NY","Chicago, IL",2023,2,237.03
"Indianapolis, IN","San Diego, CA",2023,2,323.06
"Myrtle Beach, SC","Pittsburgh, PA",2023,2,112.63
"Chicago, IL","Tucson, AZ",2023,2,318.53
"Hartford, CT","Phoenix, AZ",2023,2,307.11
"Syracuse, NY","Tampa, FL (Metropolitan Area)",2023,2,169.52
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2023,2,170.52
"Milwaukee, WI","Seattle, WA",2023,2,292.37
"Charleston, SC","Seattle, WA",2023,2,347.25
"Houston, TX","Milwaukee, WI",2023,2,255.5
"Detroit, MI","Jacksonville, FL",2023,2,256.5
"Phoenix, AZ","Sioux Falls, SD",2023,2,184.8
"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",2023,2,259.97
"Colorado Springs, CO","Las Vegas, NV",2023,2,156.76
"Charlotte, NC","Indianapolis, IN",2023,2,281.95
"El Paso, TX","Washington, DC (Metropolitan Area)",2023,2,371.13
"Minneapolis/St. Paul, MN","Valparaiso, FL",2023,2,162.8
"Nashville, TN","San Antonio, TX",2023,2,268.89
"Palm Springs, CA","Portland, OR",2023,2,239.01
"Grand Rapids, MI","Phoenix, AZ",2023,2,272.25
"Charleston, SC","Nashville, TN",2023,2,204.95
"Everett, WA","Phoenix, AZ",2023,2,221.73
"Kansas City, MO","Philadelphia, PA",2023,2,319.61
"Dallas/Fort Worth, TX","Reno, NV",2023,2,349.65
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2023,2,294.53
"Omaha, NE","San Francisco, CA (Metropolitan Area)",2023,2,290.18
"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",2023,2,345.58
"Detroit, MI","San Antonio, TX",2023,2,295.14
"Oklahoma City, OK","Orlando, FL",2023,2,261.68
"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",2023,2,233.9
"Oklahoma City, OK","Seattle, WA",2023,2,294.76
"Knoxville, TN","Washington, DC (Metropolitan Area)",2023,2,241.44
"New York City, NY (Metropolitan Area)","Palm Springs, CA",2023,2,371.13
"New Haven, CT","West Palm Beach/Palm Beach, FL",2023,2,108.7
"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",2023,2,323.91
"Milwaukee, WI","Nashville, TN",2023,2,195.14
"Omaha, NE","Seattle, WA",2023,2,277.54
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2023,2,325.59
"Los Angeles, CA (Metropolitan Area)","Medford, OR",2023,2,191.85
"Pittsburgh, PA","Sarasota/Bradenton, FL",2023,2,179.46
"Albuquerque, NM","San Diego, CA",2023,2,212.13
"Fresno, CA","Seattle, WA",2023,2,221.77
"Everett, WA","Los Angeles, CA (Metropolitan Area)",2023,2,199.06
"Boston, MA (Metropolitan Area)","Louisville, KY",2023,2,270.49
"Las Vegas, NV","Mission/McAllen/Edinburg, TX",2023,2,153.1
"Burlington, VT","Washington, DC (Metropolitan Area)",2023,2,212.24
"Indianapolis, IN","Philadelphia, PA",2023,2,365.95
"Miami, FL (Metropolitan Area)","Pensacola, FL",2023,2,196.04
"Raleigh/Durham, NC","St. Louis, MO",2023,2,235.16
"Albuquerque, NM","Austin, TX",2023,2,207.0
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",2023,2,205.75
"Grand Rapids, MI","Washington, DC (Metropolitan Area)",2023,2,233.99
"Fort Myers, FL","St. Louis, MO",2023,2,234.28
"Denver, CO","Louisville, KY",2023,2,272.78
"Chicago, IL","Knoxville, TN",2023,2,247.59
"Minneapolis/St. Paul, MN","Pittsburgh, PA",2023,2,262.61
"New Orleans, LA","San Diego, CA",2023,2,306.47
"Bozeman, MT","Denver, CO",2023,2,199.0
"Eugene, OR","Phoenix, AZ",2023,2,191.56
"Everett, WA","Las Vegas, NV",2023,2,193.36
"New York City, NY (Metropolitan Area)","Tucson, AZ",2023,2,371.13
"Philadelphia, PA","Savannah, GA",2023,2,245.63
"Miami, FL (Metropolitan Area)","New Haven, CT",2023,2,122.01
"Chicago, IL","Pensacola, FL",2023,2,265.82
"Nashville, TN","Portland, OR",2023,2,371.13
"Everett, WA","San Francisco, CA (Metropolitan Area)",2023,2,166.65
"Fresno, CA","San Diego, CA",2023,2,165.27
"Chicago, IL","El Paso, TX",2023,2,279.86
"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",2023,2,219.69
"Dayton, OH","Washington, DC (Metropolitan Area)",2023,2,245.56
"Des Moines, IA","Washington, DC (Metropolitan Area)",2023,2,291.34
"New Orleans, LA","St. Louis, MO",2023,2,231.44
"Nashville, TN","Panama City, FL",2023,2,201.01
"Key West, FL","New York City, NY (Metropolitan Area)",2023,2,343.47
"Fort Myers, FL","New Haven, CT",2023,2,124.21
"Cincinnati, OH","Philadelphia, PA",2023,2,283.88
"Cincinnati, OH","Sanford, FL",2023,2,93.88
"Dallas/Fort Worth, TX","Grand Rapids, MI",2023,2,305.63
"Tucson, AZ","Washington, DC (Metropolitan Area)",2023,2,371.13
"Houston, TX","Omaha, NE",2023,2,259.67
"Miami, FL (Metropolitan Area)","Milwaukee, WI",2023,2,245.01
"Asheville, NC","Tampa, FL (Metropolitan Area)",2023,2,116.31
"Raleigh/Durham, NC","Salt Lake City, UT",2023,2,360.34
"Houston, TX","Norfolk, VA (Metropolitan Area)",2023,2,286.96
"Indianapolis, IN","Sarasota/Bradenton, FL",2023,2,173.29
"Des Moines, IA","New York City, NY (Metropolitan Area)",2023,2,268.96
"Jacksonville, FL","Minneapolis/St. Paul, MN",2023,2,251.78
"Denver, CO","Norfolk, VA (Metropolitan Area)",2023,2,293.74
"Boise, ID","Spokane, WA",2023,2,173.4
"Nantucket, MA","New York City, NY (Metropolitan Area)",2023,2,173.52
"Columbus, OH","Sarasota/Bradenton, FL",2023,2,183.53
"Fayetteville, AR","New York City, NY (Metropolitan Area)",2023,2,353.28
"Detroit, MI","Portland, OR",2023,2,371.13
"Houston, TX","Richmond, VA",2023,2,258.03
"Hartford, CT","Myrtle Beach, SC",2023,2,131.65
"Hartford, CT","Minneapolis/St. Paul, MN",2023,2,341.04
"Austin, TX","Columbus, OH",2023,2,238.03
"Harlingen/San Benito, TX","Houston, TX",2023,2,142.91
"Chicago, IL","Colorado Springs, CO",2023,2,211.3
"Rochester, NY","Washington, DC (Metropolitan Area)",2023,2,205.47
"Kansas City, MO","Portland, OR",2023,2,287.97
"San Antonio, TX","Tampa, FL (Metropolitan Area)",2023,2,254.74
"Charlotte, NC","Pittsburgh, PA",2023,2,273.83
"Hartford, CT","Nashville, TN",2023,2,258.61
"Denver, CO","Santa Barbara, CA",2023,2,228.06
"Dallas/Fort Worth, TX","Des Moines, IA",2023,2,245.69
"Dallas/Fort Worth, TX","Tucson, AZ",2023,2,314.17
"Fort Myers, FL","Houston, TX",2023,2,217.89
"Minneapolis/St. Paul, MN","Sacramento, CA",2023,2,371.13
"Dallas/Fort Worth, TX","Little Rock, AR",2023,2,222.27
"Philadelphia, PA","San Antonio, TX",2023,2,285.85
"Omaha, NE","Tampa, FL (Metropolitan Area)",2023,2,216.66
"Bozeman, MT","Seattle, WA",2023,2,192.16
"Grand Rapids, MI","Las Vegas, NV",2023,2,239.36
"Reno, NV","San Francisco, CA (Metropolitan Area)",2023,2,206.44
"Las Vegas, NV","Tulsa, OK",2023,2,226.03
"Kansas City, MO","New Orleans, LA",2023,2,228.48
"Tampa, FL (Metropolitan Area)","Trenton, NJ",2023,2,94.73
"Denver, CO","Palm Springs, CA",2023,2,246.2
"El Paso, TX","Seattle, WA",2023,2,205.33
"El Paso, TX","New York City, NY (Metropolitan Area)",2023,2,371.13
"Asheville, NC","Sanford, FL",2023,2,86.79
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2023,2,242.84
"Columbus, OH","Philadelphia, PA",2023,2,311.63
"New Orleans, LA","San Antonio, TX",2023,2,193.17
"Syracuse, NY","Washington, DC (Metropolitan Area)",2023,2,207.48
"Denver, CO","Knoxville, TN",2023,2,249.71
"Charlotte, NC","Memphis, TN",2023,2,259.29
"Chicago, IL","Syracuse, NY",2023,2,230.01
"Atlantic City, NJ","Miami, FL (Metropolitan Area)",2023,2,110.84
"Dallas/Fort Worth, TX","Tulsa, OK",2023,2,213.67
"Asheville, NC","Boston, MA (Metropolitan Area)",2023,2,168.95
"Las Vegas, NV","Tucson, AZ",2023,2,183.79
"Buffalo, NY","Charlotte, NC",2023,2,235.67
"Milwaukee, WI","Minneapolis/St. Paul, MN",2023,2,238.28
"Chicago, IL","Rochester, NY",2023,2,222.72
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2023,2,286.71
"Asheville, NC","Chicago, IL",2023,2,197.85
"Albuquerque, NM","Portland, OR",2023,2,221.98
"Orlando, FL","Tulsa, OK",2023,2,222.12
"Cedar Rapids/Iowa City, IA","Phoenix, AZ",2023,2,203.63
"Colorado Springs, CO","Washington, DC (Metropolitan Area)",2023,2,334.2
"Boston, MA (Metropolitan Area)","Rochester, NY",2023,2,160.36
"Buffalo, NY","Las Vegas, NV",2023,2,297.13
"Grand Rapids, MI","Sanford, FL",2023,2,118.34
"Miami, FL (Metropolitan Area)","Worcester, MA",2023,2,167.91
"Cincinnati, OH","Sarasota/Bradenton, FL",2023,2,150.49
"Portland, OR","Reno, NV",2023,2,185.31
"Charlotte, NC","Milwaukee, WI",2023,2,267.2
"Fort Myers, FL","Hartford, CT",2023,2,220.04
"Sacramento, CA","Spokane, WA",2023,2,211.69
"Eugene, OR","Las Vegas, NV",2023,2,151.44
"Amarillo, TX","Dallas/Fort Worth, TX",2023,2,197.34
"Charleston, SC","Tampa, FL (Metropolitan Area)",2023,2,123.13
"Phoenix, AZ","Tulsa, OK",2023,2,254.3
"Grand Rapids, MI","Minneapolis/St. Paul, MN",2023,2,256.91
"New Haven, CT","Tampa, FL (Metropolitan Area)",2023,2,110.47
"Atlantic City, NJ","Tampa, FL (Metropolitan Area)",2023,2,110.1
"Houston, TX","Lubbock, TX",2023,2,214.22
"Bend/Redmond, OR","Seattle, WA",2023,2,160.97
"Cleveland, OH (Metropolitan Area)","San Diego, CA",2023,2,308.57
"Dallas/Fort Worth, TX","Knoxville, TN",2023,2,318.12
"Chicago, IL","Fayetteville, AR",2023,2,271.92
"Chicago, IL","Tulsa, OK",2023,2,246.69
"Fort Myers, FL","Milwaukee, WI",2023,2,253.85
"Little Rock, AR","New York City, NY (Metropolitan Area)",2023,2,283.38
"Miami, FL (Metropolitan Area)","Syracuse, NY",2023,2,211.65
"Austin, TX","Pittsburgh, PA",2023,2,253.02
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2023,2,332.2
"Memphis, TN","Phoenix, AZ",2023,2,272.14
"Charlotte, NC","Fort Myers, FL",2023,2,293.27
"Chicago, IL","Palm Springs, CA",2023,2,352.15
"New York City, NY (Metropolitan Area)","Reno, NV",2023,2,371.13
"Fargo, ND","Phoenix, AZ",2023,2,213.64
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2023,2,303.05
"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",2023,2,264.44
"Birmingham, AL","Denver, CO",2023,2,285.22
"Boston, MA (Metropolitan Area)","Memphis, TN",2023,2,302.91
"San Antonio, TX","St. Louis, MO",2023,2,249.44
"Chicago, IL","Reno, NV",2023,2,326.24
"Boise, ID","Dallas/Fort Worth, TX",2023,2,330.86
"Philadelphia, PA","Sarasota/Bradenton, FL",2023,2,232.88
"Birmingham, AL","Tampa, FL (Metropolitan Area)",2023,2,188.49
"Charleston, SC","Cleveland, OH (Metropolitan Area)",2023,2,145.93
"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",2023,2,371.13
"Denver, CO","Savannah, GA",2023,2,295.57
"Belleville, IL","Valparaiso, FL",2023,2,93.39
"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2023,2,371.13
"Detroit, MI","West Palm Beach/Palm Beach, FL",2023,2,287.27
"Rochester, NY","Tampa, FL (Metropolitan Area)",2023,2,200.01
"Orlando, FL","Portland, ME",2023,2,240.38
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",2023,2,193.66
"Palm Springs, CA","Sacramento, CA",2023,2,171.98
"Little Rock, AR","Washington, DC (Metropolitan Area)",2023,2,295.4
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2023,2,273.82
"Chicago, IL","Greensboro/High Point, NC",2023,2,222.92
"Chicago, IL","Portland, ME",2023,2,265.61
"Fayetteville, AR","Los Angeles, CA (Metropolitan Area)",2023,2,362.02
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2023,2,200.17
"Houston, TX","Savannah, GA",2023,2,252.45
"Philadelphia, PA","Portland, OR",2023,2,371.13
"Cedar Rapids/Iowa City, IA","Denver, CO",2023,2,172.18
"Pittsburgh, PA","Raleigh/Durham, NC",2023,2,212.36
"Atlanta, GA (Metropolitan Area)","Charleston, SC",2023,2,278.24
"Houston, TX","San Antonio, TX",2023,2,214.71
"Fort Myers, FL","Nashville, TN",2023,2,229.27
"Portland, OR","Tampa, FL (Metropolitan Area)",2023,2,325.01
"Charlotte, NC","West Palm Beach/Palm Beach, FL",2023,2,307.76
"Charleston, SC","Hartford, CT",2023,2,140.39
"New Orleans, LA","Richmond, VA",2023,2,187.05
"Allentown/Bethlehem/Easton, PA","Tampa, FL (Metropolitan Area)",2023,2,129.21
"Indianapolis, IN","Raleigh/Durham, NC",2023,2,228.67
"Chicago, IL","Little Rock, AR",2023,2,236.15
"Buffalo, NY","Dallas/Fort Worth, TX",2023,2,322.42
"Charlotte, NC","Sacramento, CA",2023,2,371.13
"Philadelphia, PA","Pittsburgh, PA",2023,2,306.16
"Charleston, SC","Houston, TX",2023,2,296.53
"Kansas City, MO","Raleigh/Durham, NC",2023,2,239.13
"Denver, CO","Little Rock, AR",2023,2,203.95
"Sacramento, CA","San Antonio, TX",2023,2,255.42
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2023,2,359.48
"Boise, ID","Chicago, IL",2023,2,308.31
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2023,2,193.63
"Hartford, CT","Raleigh/Durham, NC",2023,2,165.04
"Charlotte, NC","Portland, OR",2023,2,371.13
"Charleston, SC","Minneapolis/St. Paul, MN",2023,2,259.15
"Denver, CO","Fresno, CA",2023,2,240.41
"Miami, FL (Metropolitan Area)","Sacramento, CA",2023,2,371.13
"New York City, NY (Metropolitan Area)","Tulsa, OK",2023,2,336.62
"Albuquerque, NM","Atlanta, GA (Metropolitan Area)",2023,2,316.62
"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",2023,1,211.66
"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2023,1,150.17
"New York City, NY (Metropolitan Area)","Orlando, FL",2023,1,179.5
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2023,1,371.13
"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2023,1,240.87
"Chicago, IL","New York City, NY (Metropolitan Area)",2023,1,179.84
"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2023,1,182.69
"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2023,1,361.56
"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",2023,1,127.52
"Los Angeles, CA (Metropolitan Area)","Seattle, WA",2023,1,198.56
"Boston, MA (Metropolitan Area)","Orlando, FL",2023,1,202.99
"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",2023,1,160.7
"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2023,1,217.76
"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2023,1,177.21
"Chicago, IL","Miami, FL (Metropolitan Area)",2023,1,233.16
"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",2023,1,147.23
"San Diego, CA","San Francisco, CA (Metropolitan Area)",2023,1,143.39
"Orlando, FL","Washington, DC (Metropolitan Area)",2023,1,178.89
"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",2023,1,262.15
"Chicago, IL","Los Angeles, CA (Metropolitan Area)",2023,1,252.85
"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",2023,1,202.5
"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2023,1,236.09
"Chicago, IL","Orlando, FL",2023,1,195.44
"Denver, CO","Los Angeles, CA (Metropolitan Area)",2023,1,167.87
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2023,1,149.66
"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2023,1,173.93
"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",2023,1,159.4
"San Francisco, CA (Metropolitan Area)","Seattle, WA",2023,1,162.87
"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2023,1,333.88
"Houston, TX","New York City, NY (Metropolitan Area)",2023,1,203.33
"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2023,1,318.13
"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",2023,1,211.04
"Denver, CO","New York City, NY (Metropolitan Area)",2023,1,226.76
"Chicago, IL","Phoenix, AZ",2023,1,257.83
"Las Vegas, NV","New York City, NY (Metropolitan Area)",2023,1,336.71
