city1,city2,Year,quarter,fare
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2011,2,282.69
"Hartford, CT","Nashville, TN",2011,2,195.28
"Philadelphia, PA","Sacramento, CA",2011,2,295.24
"Raleigh/Durham, NC","San Diego, CA",2011,2,264.36
"New Orleans, LA","St. Louis, MO",2011,2,217.39
"Las Vegas, NV","Tulsa, OK",2011,2,230.05
"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",2011,2,271.64
"Portland, OR","St. Louis, MO",2011,2,233.5
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2011,2,250.54
"Oklahoma City, OK","Orlando, FL",2011,2,230.44
"Reno, NV","Washington, DC (Metropolitan Area)",2011,2,300.08
"Austin, TX","Lubbock, TX",2011,2,151.39
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2011,2,313.4
"Harrisburg, PA","Orlando, FL",2011,2,197.16
"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",2011,2,209.59
"Columbus, OH","St. Louis, MO",2011,2,150.59
"Denver, CO","Grand Rapids, MI",2011,2,203.32
"Cleveland, OH (Metropolitan Area)","San Diego, CA",2011,2,265.85
"Miami, FL (Metropolitan Area)","Portland, OR",2011,2,274.24
"Knoxville, TN","Washington, DC (Metropolitan Area)",2011,2,350.98
"Reno, NV","Salt Lake City, UT",2011,2,136.21
"Pittsburgh, PA","Seattle, WA",2011,2,257.74
"Detroit, MI","Hartford, CT",2011,2,275.7
"Dayton, OH","Tampa, FL (Metropolitan Area)",2011,2,144.59
"Houston, TX","Norfolk, VA (Metropolitan Area)",2011,2,274.17
"Birmingham, AL","Las Vegas, NV",2011,2,233.46
"Albuquerque, NM","Orlando, FL",2011,2,222.67
"Knoxville, TN","Orlando, FL",2011,2,127.36
"Columbus, OH","San Diego, CA",2011,2,223.79
"Fort Myers, FL","Hartford, CT",2011,2,197.07
"Cincinnati, OH","Houston, TX",2011,2,292.18
"Denver, CO","Santa Barbara, CA",2011,2,160.95
"Atlantic City, NJ","Tampa, FL (Metropolitan Area)",2011,2,120.19
"Cleveland, OH (Metropolitan Area)","Kansas City, MO",2011,2,229.81
"Las Vegas, NV","Stockton, CA",2011,2,89.94
"Birmingham, AL","Tampa, FL (Metropolitan Area)",2011,2,187.21
"Miami, FL (Metropolitan Area)","Plattsburgh, NY",2011,2,128.42
"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",2011,2,279.5
"Austin, TX","Salt Lake City, UT",2011,2,217.29
"Austin, TX","Charlotte, NC",2011,2,208.63
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2011,2,202.81
"Boston, MA (Metropolitan Area)","Rochester, NY",2011,2,206.16
"Austin, TX","Raleigh/Durham, NC",2011,2,218.32
"Hartford, CT","Houston, TX",2011,2,271.31
"Austin, TX","Tampa, FL (Metropolitan Area)",2011,2,216.65
"Des Moines, IA","New York City, NY (Metropolitan Area)",2011,2,277.87
"Dallas/Fort Worth, TX","Dayton, OH",2011,2,246.73
"Grand Rapids, MI","Las Vegas, NV",2011,2,219.27
"Indianapolis, IN","Raleigh/Durham, NC",2011,2,195.13
"Charlotte, NC","Portland, OR",2011,2,294.81
"Dallas/Fort Worth, TX","Reno, NV",2011,2,244.48
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2011,2,312.26
"Omaha, NE","Seattle, WA",2011,2,215.8
"Austin, TX","St. Louis, MO",2011,2,230.66
"Charleston, SC","Los Angeles, CA (Metropolitan Area)",2011,2,277.0
"Kansas City, MO","Salt Lake City, UT",2011,2,219.44
"El Paso, TX","New York City, NY (Metropolitan Area)",2011,2,260.7
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2011,2,212.02
"Chicago, IL","El Paso, TX",2011,2,273.26
"Charleston, SC","Philadelphia, PA",2011,2,242.35
"Chicago, IL","Knoxville, TN",2011,2,231.98
"Austin, TX","New Orleans, LA",2011,2,231.5
"Las Vegas, NV","Mission/McAllen/Edinburg, TX",2011,2,178.78
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2011,2,168.33
"Eugene, OR","San Francisco, CA (Metropolitan Area)",2011,2,180.51
"Des Moines, IA","Phoenix, AZ",2011,2,204.9
"Cincinnati, OH","Denver, CO",2011,2,265.83
"Columbus, OH","Seattle, WA",2011,2,263.1
"Huntsville, AL","Orlando, FL",2011,2,130.27
"Las Vegas, NV","Memphis, TN",2011,2,268.03
"Los Angeles, CA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",2011,2,138.59
"Salt Lake City, UT","San Antonio, TX",2011,2,225.91
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2011,2,249.59
"Charleston, SC","Houston, TX",2011,2,224.76
"Tulsa, OK","Washington, DC (Metropolitan Area)",2011,2,284.27
"Colorado Springs, CO","Dallas/Fort Worth, TX",2011,2,236.32
"Corpus Christi, TX","Houston, TX",2011,2,159.0
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2011,2,268.04
"Boston, MA (Metropolitan Area)","Dayton, OH",2011,2,201.71
"Los Angeles, CA (Metropolitan Area)","Wichita, KS",2011,2,207.86
"Louisville, KY","San Francisco, CA (Metropolitan Area)",2011,2,280.45
"Memphis, TN","San Francisco, CA (Metropolitan Area)",2011,2,293.2
"Hartford, CT","West Palm Beach/Palm Beach, FL",2011,2,213.5
"Charleston, SC","Dallas/Fort Worth, TX",2011,2,240.85
"Atlanta, GA (Metropolitan Area)","Bloomington/Normal, IL",2011,2,211.0
"New York City, NY (Metropolitan Area)","Tulsa, OK",2011,2,292.48
"New York City, NY (Metropolitan Area)","Pensacola, FL",2011,2,208.8
"Milwaukee, WI","New Orleans, LA",2011,2,164.62
"New Orleans, LA","Pittsburgh, PA",2011,2,190.28
"Las Vegas, NV","Richmond, VA",2011,2,253.14
"Cincinnati, OH","Seattle, WA",2011,2,303.09
"Cincinnati, OH","Minneapolis/St. Paul, MN",2011,2,326.78
"New York City, NY (Metropolitan Area)","Reno, NV",2011,2,283.08
"Chicago, IL","Fayetteville, AR",2011,2,336.01
"Columbia, SC","Washington, DC (Metropolitan Area)",2011,2,313.75
"New Orleans, LA","Raleigh/Durham, NC",2011,2,198.36
"Bloomington/Normal, IL","Orlando, FL",2011,2,140.8
"Detroit, MI","Sacramento, CA",2011,2,229.93
"Greenville/Spartanburg, SC","Houston, TX",2011,2,219.21
"Jacksonville, FL","Pittsburgh, PA",2011,2,175.95
"Jacksonville, FL","Minneapolis/St. Paul, MN",2011,2,228.46
"Chicago, IL","Savannah, GA",2011,2,260.93
"Chicago, IL","Jackson/Vicksburg, MS",2011,2,201.02
"Kansas City, MO","Sacramento, CA",2011,2,223.55
"Amarillo, TX","Houston, TX",2011,2,227.49
"Fresno, CA","Seattle, WA",2011,2,178.01
"Louisville, KY","Miami, FL (Metropolitan Area)",2011,2,241.07
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2011,2,295.44
"Grand Rapids, MI","Phoenix, AZ",2011,2,204.79
"Las Vegas, NV","Pasco/Kennewick/Richland, WA",2011,2,126.39
"Hartford, CT","San Diego, CA",2011,2,278.91
"Atlanta, GA (Metropolitan Area)","Oklahoma City, OK",2011,2,318.24
"Charlotte, NC","Memphis, TN",2011,2,238.73
"Columbus, OH","Nashville, TN",2011,2,144.2
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2011,2,239.68
"El Paso, TX","San Francisco, CA (Metropolitan Area)",2011,2,223.8
"San Diego, CA","Spokane, WA",2011,2,193.61
"Little Rock, AR","New York City, NY (Metropolitan Area)",2011,2,289.83
"Hartford, CT","Raleigh/Durham, NC",2011,2,195.81
"Las Vegas, NV","Sioux Falls, SD",2011,2,144.84
"Louisville, KY","Phoenix, AZ",2011,2,223.06
"New Orleans, LA","San Antonio, TX",2011,2,222.76
"Charlotte, NC","West Palm Beach/Palm Beach, FL",2011,2,204.21
"Buffalo, NY","Denver, CO",2011,2,237.82
"Denver, CO","Des Moines, IA",2011,2,209.93
"Jackson/Vicksburg, MS","Orlando, FL",2011,2,164.31
"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",2011,2,133.73
"Austin, TX","Sacramento, CA",2011,2,208.39
"Denver, CO","Madison, WI",2011,2,198.89
"Charlotte, NC","Sacramento, CA",2011,2,229.03
"Baton Rouge, LA","Dallas/Fort Worth, TX",2011,2,203.33
"Boston, MA (Metropolitan Area)","Tucson, AZ",2011,2,298.43
"Burlington, VT","Orlando, FL",2011,2,216.71
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2011,2,247.43
"Greensboro/High Point, NC","Philadelphia, PA",2011,2,192.45
"Atlanta, GA (Metropolitan Area)","Portland, ME",2011,2,214.22
"Atlanta, GA (Metropolitan Area)","Atlantic City, NJ",2011,2,198.97
"Indianapolis, IN","San Antonio, TX",2011,2,189.89
"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,2,211.14
"Memphis, TN","Tampa, FL (Metropolitan Area)",2011,2,201.8
"Minneapolis/St. Paul, MN","Norfolk, VA (Metropolitan Area)",2011,2,225.31
"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",2011,2,193.83
"Sacramento, CA","San Antonio, TX",2011,2,229.09
"Madison, WI","Washington, DC (Metropolitan Area)",2011,2,231.45
"Sacramento, CA","St. Louis, MO",2011,2,243.54
"Miami, FL (Metropolitan Area)","Sacramento, CA",2011,2,263.8
"Albuquerque, NM","Salt Lake City, UT",2011,2,176.39
"Phoenix, AZ","Sioux Falls, SD",2011,2,145.09
"Denver, CO","Wichita, KS",2011,2,155.45
"Nashville, TN","Sacramento, CA",2011,2,233.06
"Phoenix, AZ","Tulsa, OK",2011,2,237.76
"Atlanta, GA (Metropolitan Area)","Pensacola, FL",2011,2,147.22
"New York City, NY (Metropolitan Area)","Wilmington, NC",2011,2,203.01
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2011,2,162.45
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2011,2,147.48
"Hartford, CT","Seattle, WA",2011,2,303.14
"Dayton, OH","Las Vegas, NV",2011,2,207.44
"Cincinnati, OH","Phoenix, AZ",2011,2,261.08
"Jacksonville, FL","Phoenix, AZ",2011,2,202.9
"Key West, FL","Washington, DC (Metropolitan Area)",2011,2,200.82
"Oklahoma City, OK","Seattle, WA",2011,2,247.67
"Flint, MI","Tampa, FL (Metropolitan Area)",2011,2,142.05
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",2011,2,205.6
"Birmingham, AL","Miami, FL (Metropolitan Area)",2011,2,205.86
"Norfolk, VA (Metropolitan Area)","San Antonio, TX",2011,2,212.89
"Miami, FL (Metropolitan Area)","Rochester, NY",2011,2,200.06
"Charlotte, NC","Jacksonville, FL",2011,2,221.77
"Spokane, WA","Washington, DC (Metropolitan Area)",2011,2,309.51
"Norfolk, VA (Metropolitan Area)","Phoenix, AZ",2011,2,232.85
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2011,2,247.3
"Boston, MA (Metropolitan Area)","Omaha, NE",2011,2,231.4
"Memphis, TN","Philadelphia, PA",2011,2,283.33
"Albuquerque, NM","San Antonio, TX",2011,2,195.61
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2011,2,326.08
"Denver, CO","Richmond, VA",2011,2,221.71
"Albuquerque, NM","Atlanta, GA (Metropolitan Area)",2011,2,268.04
"Nashville, TN","Panama City, FL",2011,2,162.2
"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",2011,2,187.35
"Portland, OR","Tampa, FL (Metropolitan Area)",2011,2,252.66
"Raleigh/Durham, NC","San Antonio, TX",2011,2,196.28
"Jacksonville, FL","San Diego, CA",2011,2,253.33
"Albany, NY","Charlotte, NC",2011,2,211.83
"Pittsburgh, PA","San Antonio, TX",2011,2,173.65
"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011,1,128.11
"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",2011,1,174.61
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2011,1,341.55
"New York City, NY (Metropolitan Area)","Orlando, FL",2011,1,151.82
"Chicago, IL","New York City, NY (Metropolitan Area)",2011,1,191.69
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,125.91
"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011,1,342.98
"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2011,1,183.22
"San Diego, CA","San Francisco, CA (Metropolitan Area)",2011,1,128.93
"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",2011,1,132.39
"Los Angeles, CA (Metropolitan Area)","Seattle, WA",2011,1,144.47
"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",2011,1,135.65
"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",2011,1,136.9
"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",2011,1,132.18
"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,158.21
"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2011,1,205.0
"Orlando, FL","Washington, DC (Metropolitan Area)",2011,1,137.91
"San Francisco, CA (Metropolitan Area)","Seattle, WA",2011,1,133.96
"Boston, MA (Metropolitan Area)","Orlando, FL",2011,1,160.8
"Chicago, IL","Los Angeles, CA (Metropolitan Area)",2011,1,249.02
"Denver, CO","Los Angeles, CA (Metropolitan Area)",2011,1,145.4
"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2011,1,186.73
"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,277.76
"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011,1,171.67
"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,170.96
"Las Vegas, NV","New York City, NY (Metropolitan Area)",2011,1,265.09
"Chicago, IL","Washington, DC (Metropolitan Area)",2011,1,186.59
"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",2011,1,228.08
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2011,1,163.06
"Chicago, IL","Miami, FL (Metropolitan Area)",2011,1,208.3
"Chicago, IL","Orlando, FL",2011,1,173.97
"Dallas/Fort Worth, TX","Houston, TX",2011,1,148.67
"Orlando, FL","Philadelphia, PA",2011,1,134.95
"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",2011,1,357.9
"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,303.26
"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2011,1,133.57
"Denver, CO","Phoenix, AZ",2011,1,133.06
"Fort Myers, FL","New York City, NY (Metropolitan Area)",2011,1,173.95
"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",2011,1,161.83
"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2011,1,231.78
"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2011,1,267.71
"Denver, CO","San Francisco, CA (Metropolitan Area)",2011,1,177.04
"Chicago, IL","Las Vegas, NV",2011,1,229.64
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2011,1,160.93
"Chicago, IL","Phoenix, AZ",2011,1,232.17
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011,1,261.47
"Chicago, IL","San Francisco, CA (Metropolitan Area)",2011,1,281.41
"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011,1,296.05
"Boston, MA (Metropolitan Area)","Chicago, IL",2011,1,181.14
"Chicago, IL","Fort Myers, FL",2011,1,153.09
"Charlotte, NC","New York City, NY (Metropolitan Area)",2011,1,165.76
"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011,1,158.98
"Houston, TX","New York City, NY (Metropolitan Area)",2011,1,320.56
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2011,1,279.9
"Denver, CO","Las Vegas, NV",2011,1,129.41
"Detroit, MI","Orlando, FL",2011,1,136.38
"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,208.79
"Chicago, IL","Minneapolis/St. Paul, MN",2011,1,141.12
"Denver, CO","Washington, DC (Metropolitan Area)",2011,1,250.22
"Minneapolis/St. Paul, MN","Phoenix, AZ",2011,1,187.72
"Chicago, IL","Denver, CO",2011,1,175.13
"Denver, CO","New York City, NY (Metropolitan Area)",2011,1,254.36
"Boston, MA (Metropolitan Area)","Fort Myers, FL",2011,1,178.69
"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011,1,242.78
"Chicago, IL","Dallas/Fort Worth, TX",2011,1,248.62
"Atlanta, GA (Metropolitan Area)","Chicago, IL",2011,1,173.68
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,169.81
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2011,1,135.72
"Minneapolis/St. Paul, MN","Orlando, FL",2011,1,179.98
"Detroit, MI","Miami, FL (Metropolitan Area)",2011,1,161.04
"Portland, OR","San Francisco, CA (Metropolitan Area)",2011,1,165.99
"Houston, TX","Los Angeles, CA (Metropolitan Area)",2011,1,280.21
"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",2011,1,200.9
"New York City, NY (Metropolitan Area)","Phoenix, AZ",2011,1,281.11
"Miami, FL (Metropolitan Area)","Philadelphia, PA",2011,1,185.6
"Las Vegas, NV","Seattle, WA",2011,1,153.45
"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",2011,1,233.86
"Chicago, IL","Philadelphia, PA",2011,1,193.27
"Phoenix, AZ","Seattle, WA",2011,1,182.66
"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",2011,1,142.45
"Las Vegas, NV","Phoenix, AZ",2011,1,128.68
"Denver, CO","Houston, TX",2011,1,177.67
"Las Vegas, NV","Washington, DC (Metropolitan Area)",2011,1,260.46
"Chicago, IL","Houston, TX",2011,1,228.37
"Detroit, MI","New York City, NY (Metropolitan Area)",2011,1,232.63
"Dallas/Fort Worth, TX","Las Vegas, NV",2011,1,226.26
"Las Vegas, NV","Minneapolis/St. Paul, MN",2011,1,191.81
"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2011,1,249.46
"Dallas/Fort Worth, TX","Denver, CO",2011,1,199.88
"Houston, TX","Washington, DC (Metropolitan Area)",2011,1,295.05
"Dallas/Fort Worth, TX","Orlando, FL",2011,1,191.24
"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",2011,1,215.75
"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",2011,1,177.21
"Detroit, MI","Las Vegas, NV",2011,1,189.69
"Chicago, IL","Tampa, FL (Metropolitan Area)",2011,1,192.19
"New York City, NY (Metropolitan Area)","San Diego, CA",2011,1,303.35
"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",2011,1,252.43
"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2011,1,191.27
"Detroit, MI","Fort Myers, FL",2011,1,137.95
"Houston, TX","New Orleans, LA",2011,1,158.07
"Philadelphia, PA","Tampa, FL (Metropolitan Area)",2011,1,164.76
"Fort Myers, FL","Minneapolis/St. Paul, MN",2011,1,204.89
"Denver, CO","San Diego, CA",2011,1,132.58
"New Orleans, LA","New York City, NY (Metropolitan Area)",2011,1,193.64
"Atlanta, GA (Metropolitan Area)","Orlando, FL",2011,1,163.03
"Sacramento, CA","San Diego, CA",2011,1,135.48
"Detroit, MI","Los Angeles, CA (Metropolitan Area)",2011,1,239.68
"New York City, NY (Metropolitan Area)","Seattle, WA",2011,1,287.63
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011,1,270.42
"Hartford, CT","Orlando, FL",2011,1,143.62
"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",2011,1,300.55
"Buffalo, NY","Orlando, FL",2011,1,155.19
"Phoenix, AZ","San Diego, CA",2011,1,123.12
"Dallas/Fort Worth, TX","Phoenix, AZ",2011,1,224.61
"Dallas/Fort Worth, TX","San Antonio, TX",2011,1,139.26
"Denver, CO","Minneapolis/St. Paul, MN",2011,1,143.13
"Phoenix, AZ","Washington, DC (Metropolitan Area)",2011,1,289.52
"Detroit, MI","Washington, DC (Metropolitan Area)",2011,1,185.7
"Houston, TX","Las Vegas, NV",2011,1,225.49
"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",2011,1,188.33
"Detroit, MI","Tampa, FL (Metropolitan Area)",2011,1,136.03
"San Diego, CA","Seattle, WA",2011,1,165.38
"Milwaukee, WI","Orlando, FL",2011,1,140.44
"Las Vegas, NV","San Diego, CA",2011,1,131.4
"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2011,1,312.05
"San Diego, CA","Washington, DC (Metropolitan Area)",2011,1,311.67
"New York City, NY (Metropolitan Area)","Salt Lake City, UT",2011,1,291.97
"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",2011,1,228.25
"Denver, CO","Seattle, WA",2011,1,156.89
"Denver, CO","Miami, FL (Metropolitan Area)",2011,1,214.14
"Boston, MA (Metropolitan Area)","Las Vegas, NV",2011,1,230.74
"Denver, CO","Orlando, FL",2011,1,204.81
"Phoenix, AZ","Portland, OR",2011,1,188.66
"Phoenix, AZ","Salt Lake City, UT",2011,1,160.51
"New Orleans, LA","Washington, DC (Metropolitan Area)",2011,1,200.59
"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",2011,1,240.29
"Houston, TX","San Francisco, CA (Metropolitan Area)",2011,1,314.82
"Atlanta, GA (Metropolitan Area)","Denver, CO",2011,1,182.59
"Orlando, FL","Pittsburgh, PA",2011,1,137.59
"Denver, CO","Salt Lake City, UT",2011,1,123.48
"Boston, MA (Metropolitan Area)","Denver, CO",2011,1,215.02
"Chicago, IL","Detroit, MI",2011,1,144.43
"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",2011,1,229.22
"Charlotte, NC","Washington, DC (Metropolitan Area)",2011,1,182.3
"New York City, NY (Metropolitan Area)","Pittsburgh, PA",2011,1,166.03
"Austin, TX","San Francisco, CA (Metropolitan Area)",2011,1,204.71
"Atlanta, GA (Metropolitan Area)","Houston, TX",2011,1,207.95
"Hartford, CT","Miami, FL (Metropolitan Area)",2011,1,159.26
"Buffalo, NY","New York City, NY (Metropolitan Area)",2011,1,127.46
"Chicago, IL","Kansas City, MO",2011,1,146.13
"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011,1,269.94
"Seattle, WA","Washington, DC (Metropolitan Area)",2011,1,306.69
"Las Vegas, NV","Miami, FL (Metropolitan Area)",2011,1,239.74
"Chicago, IL","San Diego, CA",2011,1,246.74
"Boston, MA (Metropolitan Area)","Phoenix, AZ",2011,1,214.2
"Las Vegas, NV","Portland, OR",2011,1,159.68
"Chicago, IL","St. Louis, MO",2011,1,138.03
"Austin, TX","Los Angeles, CA (Metropolitan Area)",2011,1,225.44
"Las Vegas, NV","Milwaukee, WI",2011,1,165.43
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2011,1,166.46
"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",2011,1,325.74
"Austin, TX","Dallas/Fort Worth, TX",2011,1,147.14
"Austin, TX","New York City, NY (Metropolitan Area)",2011,1,280.22
"Indianapolis, IN","Orlando, FL",2011,1,146.33
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011,1,169.26
"Las Vegas, NV","Philadelphia, PA",2011,1,241.04
"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",2011,1,258.44
"Jacksonville, FL","New York City, NY (Metropolitan Area)",2011,1,177.21
"Boston, MA (Metropolitan Area)","Charlotte, NC",2011,1,151.73
"Las Vegas, NV","Reno, NV",2011,1,141.96
"Washington, DC (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2011,1,174.32
"Seattle, WA","Spokane, WA",2011,1,104.46
"Dallas/Fort Worth, TX","Philadelphia, PA",2011,1,257.36
"Chicago, IL","Cleveland, OH (Metropolitan Area)",2011,1,146.02
"Detroit, MI","Phoenix, AZ",2011,1,217.33
"Houston, TX","Orlando, FL",2011,1,215.27
"New York City, NY (Metropolitan Area)","St. Louis, MO",2011,1,228.23
"Milwaukee, WI","Phoenix, AZ",2011,1,172.0
"Chicago, IL","Seattle, WA",2011,1,244.78
"Cleveland, OH (Metropolitan Area)","Orlando, FL",2011,1,164.84
"Dallas/Fort Worth, TX","New Orleans, LA",2011,1,169.22
"Los Angeles, CA (Metropolitan Area)","Reno, NV",2011,1,130.17
"Las Vegas, NV","Sacramento, CA",2011,1,146.8
"St. Louis, MO","Washington, DC (Metropolitan Area)",2011,1,205.32
"Jacksonville, FL","Washington, DC (Metropolitan Area)",2011,1,179.01
"Houston, TX","Miami, FL (Metropolitan Area)",2011,1,239.37
"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",2011,1,132.22
"Chicago, IL","Columbus, OH",2011,1,147.46
"Denver, CO","Kansas City, MO",2011,1,131.7
"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",2011,1,291.52
"Dallas/Fort Worth, TX","St. Louis, MO",2011,1,174.65
"Dallas/Fort Worth, TX","Kansas City, MO",2011,1,168.38
"Phoenix, AZ","Sacramento, CA",2011,1,167.05
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2011,1,225.47
"Las Vegas, NV","Salt Lake City, UT",2011,1,131.29
"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2011,1,370.93
"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",2011,1,233.1
"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",2011,1,224.08
"Atlanta, GA (Metropolitan Area)","Detroit, MI",2011,1,188.72
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2011,1,181.06
"Columbus, OH","Orlando, FL",2011,1,134.65
"Orlando, FL","St. Louis, MO",2011,1,169.67
"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",2011,1,200.59
"Chicago, IL","Nashville, TN",2011,1,138.74
"San Antonio, TX","Washington, DC (Metropolitan Area)",2011,1,248.99
"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011,1,134.75
"Austin, TX","Denver, CO",2011,1,129.38
"Orlando, FL","San Francisco, CA (Metropolitan Area)",2011,1,266.73
"Kansas City, MO","Washington, DC (Metropolitan Area)",2011,1,192.42
"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",2011,1,182.5
"Nashville, TN","Washington, DC (Metropolitan Area)",2011,1,213.81
"Philadelphia, PA","West Palm Beach/Palm Beach, FL",2011,1,177.86
"Philadelphia, PA","Pittsburgh, PA",2011,1,119.02
"Albuquerque, NM","Phoenix, AZ",2011,1,130.66
"Columbus, OH","New York City, NY (Metropolitan Area)",2011,1,203.39
"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",2011,1,146.7
"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",2011,1,206.85
"Indianapolis, IN","Washington, DC (Metropolitan Area)",2011,1,184.4
"Dallas/Fort Worth, TX","Seattle, WA",2011,1,249.49
"Salt Lake City, UT","Washington, DC (Metropolitan Area)",2011,1,298.14
"Denver, CO","St. Louis, MO",2011,1,149.43
"Philadelphia, PA","Phoenix, AZ",2011,1,250.62
"Houston, TX","Philadelphia, PA",2011,1,225.12
"Salt Lake City, UT","Seattle, WA",2011,1,157.43
"Denver, CO","Portland, OR",2011,1,149.53
"Miami, FL (Metropolitan Area)","Pittsburgh, PA",2011,1,163.15
